Pokemon,Move
qwilfish,captivate
qwilfish,chillingwater
qwilfish,confide
qwilfish,crunch
qwilfish,curse
qwilfish,defensecurl
qwilfish,destinybond
qwilfish,dive
qwilfish,doubleedge
qwilfish,doubleteam
qwilfish,endure
qwilfish,explosion
qwilfish,facade
qwilfish,fellstinger
qwilfish,flail
qwilfish,flipturn
qwilfish,frustration
qwilfish,gigaimpact
qwilfish,gunkshot
qwilfish,gyroball
qwilfish,hail
qwilfish,harden
qwilfish,haze
qwilfish,headbutt
qwilfish,hex
qwilfish,hiddenpower
qwilfish,hydropump
qwilfish,icebeam
qwilfish,icywind
qwilfish,liquidation
qwilfish,mimic
qwilfish,minimize
qwilfish,mudshot
qwilfish,naturalgift
qwilfish,painsplit
qwilfish,payback
qwilfish,pinmissile
qwilfish,poisonjab
qwilfish,poisonsting
qwilfish,poisontail
qwilfish,protect
qwilfish,raindance
qwilfish,rest
qwilfish,return
qwilfish,revenge
qwilfish,reversal
qwilfish,rollout
qwilfish,round
qwilfish,scald
qwilfish,scaleshot
qwilfish,scaryface
qwilfish,secretpower
qwilfish,selfdestruct
qwilfish,shadowball
qwilfish,shockwave
qwilfish,signalbeam
qwilfish,sleeptalk
qwilfish,sludgebomb
qwilfish,sludgewave
qwilfish,snore
qwilfish,spikes
qwilfish,spite
qwilfish,spitup
qwilfish,steelroller
qwilfish,stockpile
qwilfish,substitute
qwilfish,supersonic
qwilfish,surf
qwilfish,swagger
qwilfish,swift
qwilfish,swordsdance
qwilfish,tackle
qwilfish,takedown
qwilfish,taunt
qwilfish,terablast
qwilfish,throatchop
qwilfish,thunderwave
qwilfish,toxic
qwilfish,toxicspikes
qwilfish,venomdrench
qwilfish,venoshock
qwilfish,waterfall
qwilfish,watergun
qwilfish,waterpulse
qwilfish,whirlpool
qwilfishhisui,acidspray
qwilfishhisui,acupressure
qwilfishhisui,agility
qwilfishhisui,aquajet
qwilfishhisui,aquatail
qwilfishhisui,astonish
qwilfishhisui,barbbarrage
qwilfishhisui,bite
qwilfishhisui,blizzard
qwilfishhisui,brine
qwilfishhisui,bubblebeam
qwilfishhisui,chillingwater
qwilfishhisui,crunch
qwilfishhisui,curse
qwilfishhisui,darkpulse
qwilfishhisui,destinybond
qwilfishhisui,doubleedge
qwilfishhisui,endure
qwilfishhisui,facade
qwilfishhisui,fellstinger
qwilfishhisui,flail
qwilfishhisui,gigaimpact
qwilfishhisui,gunkshot
qwilfishhisui,gyroball
qwilfishhisui,harden
qwilfishhisui,haze
qwilfishhisui,hex
qwilfishhisui,hydropump
qwilfishhisui,icebeam
qwilfishhisui,icywind
qwilfishhisui,lashout
qwilfishhisui,liquidation
qwilfishhisui,minimize
qwilfishhisui,mudshot
qwilfishhisui,painsplit
qwilfishhisui,pinmissile
qwilfishhisui,poisonjab
qwilfishhisui,poisonsting
qwilfishhisui,poisontail
qwilfishhisui,protect
qwilfishhisui,raindance
qwilfishhisui,rest
qwilfishhisui,reversal
qwilfishhisui,scaleshot
qwilfishhisui,scaryface
qwilfishhisui,selfdestruct
qwilfishhisui,shadowball
qwilfishhisui,sleeptalk
qwilfishhisui,sludgebomb
qwilfishhisui,spikes
qwilfishhisui,spite
qwilfishhisui,spitup
qwilfishhisui,stockpile
qwilfishhisui,substitute
qwilfishhisui,supersonic
qwilfishhisui,surf
qwilfishhisui,swift
qwilfishhisui,swordsdance
qwilfishhisui,tackle
qwilfishhisui,takedown
qwilfishhisui,taunt
qwilfishhisui,terablast
qwilfishhisui,throatchop
qwilfishhisui,toxic
qwilfishhisui,toxicspikes
qwilfishhisui,venoshock
qwilfishhisui,waterfall
qwilfishhisui,waterpulse
overqwil,acidspray
overqwil,acupressure
overqwil,agility
overqwil,barbbarrage
overqwil,bite
overqwil,blizzard
overqwil,brine
overqwil,chillingwater
overqwil,crunch
overqwil,curse
overqwil,darkpulse
overqwil,destinybond
overqwil,doubleedge
overqwil,endure
overqwil,facade
overqwil,fellstinger
overqwil,gigaimpact
overqwil,gunkshot
overqwil,gyroball
overqwil,harden
overqwil,haze
overqwil,hex
overqwil,hydropump
overqwil,hyperbeam
overqwil,icebeam
overqwil,icywind
overqwil,lashout
overqwil,liquidation
overqwil,minimize
overqwil,mudshot
overqwil,painsplit
overqwil,pinmissile
overqwil,poisonjab
overqwil,poisonsting
overqwil,poisontail
overqwil,protect
overqwil,raindance
overqwil,rest
overqwil,reversal
overqwil,scaleshot
overqwil,scaryface
overqwil,shadowball
overqwil,sleeptalk
overqwil,sludgebomb
overqwil,sludgewave
overqwil,smartstrike
overqwil,spikes
overqwil,spite
overqwil,spitup
overqwil,stockpile
overqwil,substitute
overqwil,surf
overqwil,swift
overqwil,swordsdance
overqwil,tackle
overqwil,takedown
overqwil,taunt
overqwil,terablast
overqwil,throatchop
overqwil,toxic
overqwil,toxicspikes
overqwil,venoshock
overqwil,waterfall
overqwil,waterpulse
shuckle,acid
shuckle,acupressure
shuckle,afteryou
shuckle,ancientpower
shuckle,attract
shuckle,bide
shuckle,bind
shuckle,bodyslam
shuckle,bugbite
shuckle,bulldoze
shuckle,captivate
shuckle,confide
shuckle,constrict
shuckle,covet
shuckle,curse
shuckle,defensecurl
shuckle,dig
shuckle,doubleedge
shuckle,doubleteam
shuckle,earthpower
shuckle,earthquake
shuckle,encore
shuckle,endure
shuckle,facade
shuckle,finalgambit
shuckle,flash
shuckle,frustration
shuckle,gastroacid
shuckle,guardsplit
shuckle,gyroball
shuckle,headbutt
shuckle,helpinghand
shuckle,hiddenpower
shuckle,infestation
shuckle,irondefense
shuckle,knockoff
shuckle,meteorbeam
shuckle,mimic
shuckle,mudshot
shuckle,mudslap
shuckle,naturalgift
shuckle,powersplit
shuckle,powertrick
shuckle,protect
shuckle,rest
shuckle,return
shuckle,reversal
shuckle,rockblast
shuckle,rockpolish
shuckle,rockslide
shuckle,rocksmash
shuckle,rockthrow
shuckle,rocktomb
shuckle,rollout
shuckle,round
shuckle,safeguard
shuckle,sandstorm
shuckle,sandtomb
shuckle,secretpower
shuckle,shellsmash
shuckle,skittersmack
shuckle,sleeptalk
shuckle,sludgebomb
shuckle,sludgewave
shuckle,smackdown
shuckle,snore
shuckle,stealthrock
shuckle,steelroller
shuckle,stickyweb
shuckle,stoneedge
shuckle,strength
shuckle,stringshot
shuckle,strugglebug
shuckle,substitute
shuckle,sunnyday
shuckle,swagger
shuckle,sweetscent
shuckle,toxic
shuckle,venoshock
shuckle,withdraw
shuckle,wrap
heracross,aerialace
heracross,armthrust
heracross,assurance
heracross,attract
heracross,bide
heracross,bodyslam
heracross,brickbreak
heracross,brutalswing
heracross,bugbite
heracross,bugbuzz
heracross,bulkup
heracross,bulldoze
heracross,bulletseed
heracross,captivate
heracross,chipaway
heracross,closecombat
heracross,coaching
heracross,confide
heracross,counter
heracross,curse
heracross,cut
heracross,detect
heracross,dig
heracross,doubleedge
heracross,doubleteam
heracross,earthquake
heracross,endeavor
heracross,endure
heracross,facade
heracross,falseswipe
heracross,feint
heracross,flail
heracross,fling
heracross,focusblast
heracross,focuspunch
heracross,frustration
heracross,furyattack
heracross,furycutter
heracross,gigaimpact
heracross,harden
heracross,headbutt
heracross,helpinghand
heracross,hiddenpower
heracross,highhorsepower
heracross,hornattack
heracross,hyperbeam
heracross,irondefense
heracross,knockoff
heracross,leer
heracross,lowkick
heracross,lunge
heracross,megahorn
heracross,mimic
heracross,naturalgift
heracross,nightslash
heracross,pinmissile
heracross,pounce
heracross,protect
heracross,pursuit
heracross,raindance
heracross,rest
heracross,retaliate
heracross,return
heracross,revenge
heracross,reversal
heracross,rockblast
heracross,rockslide
heracross,rocksmash
heracross,rocktomb
heracross,round
heracross,secretpower
heracross,seismictoss
heracross,shadowclaw
heracross,skittersmack
heracross,sleeptalk
heracross,smackdown
heracross,smartstrike
heracross,snore
heracross,spikes
heracross,stoneedge
heracross,strength
heracross,strugglebug
heracross,substitute
heracross,sunnyday
heracross,swagger
heracross,swordsdance
heracross,tackle
heracross,takedown
heracross,terablast
heracross,thief
heracross,thrash
heracross,throatchop
heracross,toxic
heracross,trailblaze
heracross,upperhand
heracross,vacuumwave
heracross,venoshock
heracross,workup
sneasel,aerialace
sneasel,agility
sneasel,assist
sneasel,attract
sneasel,avalanche
sneasel,beatup
sneasel,bite
sneasel,blizzard
sneasel,brickbreak
sneasel,calmmind
sneasel,captivate
sneasel,confide
sneasel,counter
sneasel,crushclaw
sneasel,curse
sneasel,cut
sneasel,darkpulse
sneasel,defensecurl
sneasel,detect
sneasel,dig
sneasel,doubleedge
sneasel,doublehit
sneasel,doubleteam
sneasel,dreameater
sneasel,dynamicpunch
sneasel,embargo
sneasel,endure
sneasel,facade
sneasel,fakeout
sneasel,faketears
sneasel,falseswipe
sneasel,feint
sneasel,feintattack
sneasel,fling
sneasel,focuspunch
sneasel,foresight
sneasel,foulplay
sneasel,frustration
sneasel,furycutter
sneasel,furyswipes
sneasel,gigaimpact
sneasel,hail
sneasel,headbutt
sneasel,helpinghand
sneasel,hiddenpower
sneasel,honeclaws
sneasel,icebeam
sneasel,icepunch
sneasel,iceshard
sneasel,iciclecrash
sneasel,iciclespear
sneasel,icywind
sneasel,irontail
sneasel,knockoff
sneasel,laserfocus
sneasel,lashout
sneasel,leer
sneasel,lowkick
sneasel,lowsweep
sneasel,megakick
sneasel,megapunch
sneasel,metalclaw
sneasel,mimic
sneasel,mudslap
sneasel,nastyplot
sneasel,naturalgift
sneasel,nightmare
sneasel,payback
sneasel,poisonjab
sneasel,poweruppunch
sneasel,protect
sneasel,psychocut
sneasel,psychup
sneasel,punishment
sneasel,pursuit
sneasel,quickattack
sneasel,raindance
sneasel,reflect
sneasel,rest
sneasel,retaliate
sneasel,return
sneasel,reversal
sneasel,rocksmash
sneasel,round
sneasel,scaryface
sneasel,scratch
sneasel,screech
sneasel,secretpower
sneasel,shadowball
sneasel,shadowclaw
sneasel,slash
sneasel,sleeptalk
sneasel,snarl
sneasel,snatch
sneasel,snore
sneasel,snowscape
sneasel,spite
sneasel,strength
sneasel,substitute
sneasel,sunnyday
sneasel,surf
sneasel,swagger
sneasel,swift
sneasel,swordsdance
sneasel,takedown
sneasel,taunt
sneasel,terablast
sneasel,thief
sneasel,throatchop
sneasel,torment
sneasel,toxic
sneasel,trailblaze
sneasel,tripleaxel
sneasel,upperhand
sneasel,waterpulse
sneasel,whirlpool
sneasel,xscissor
sneaselhisui,acidspray
sneaselhisui,aerialace
sneaselhisui,agility
sneaselhisui,brickbreak
sneaselhisui,bulkup
sneaselhisui,calmmind
sneaselhisui,closecombat
sneaselhisui,coaching
sneaselhisui,counter
sneaselhisui,dig
sneaselhisui,doublehit
sneaselhisui,endure
sneaselhisui,facade
sneaselhisui,fakeout
sneaselhisui,falseswipe
sneaselhisui,feint
sneaselhisui,fling
sneaselhisui,focusblast
sneaselhisui,focuspunch
sneaselhisui,gigaimpact
sneaselhisui,grassknot
sneaselhisui,gunkshot
sneaselhisui,honeclaws
sneaselhisui,lashout
sneaselhisui,leer
sneaselhisui,lowkick
sneaselhisui,lowsweep
sneaselhisui,metalclaw
sneaselhisui,nastyplot
sneaselhisui,nightslash
sneaselhisui,poisonjab
sneaselhisui,poisontail
sneaselhisui,protect
sneaselhisui,quickattack
sneaselhisui,quickguard
sneaselhisui,raindance
sneaselhisui,rest
sneaselhisui,reversal
sneaselhisui,rocksmash
sneaselhisui,scratch
sneaselhisui,screech
sneaselhisui,shadowball
sneaselhisui,shadowclaw
sneaselhisui,slash
sneaselhisui,sleeptalk
sneaselhisui,sludgebomb
sneaselhisui,sludgewave
sneaselhisui,spite
sneaselhisui,substitute
sneaselhisui,sunnyday
sneaselhisui,swift
sneaselhisui,switcheroo
sneaselhisui,swordsdance
sneaselhisui,takedown
sneaselhisui,taunt
sneaselhisui,terablast
sneaselhisui,thief
sneaselhisui,throatchop
sneaselhisui,toxic
sneaselhisui,toxicspikes
sneaselhisui,trailblaze
sneaselhisui,vacuumwave
sneaselhisui,venoshock
sneaselhisui,xscissor
weavile,aerialace
weavile,agility
weavile,assurance
weavile,attract
weavile,avalanche
weavile,batonpass
weavile,beatup
weavile,blizzard
weavile,brickbreak
weavile,calmmind
weavile,captivate
weavile,chillingwater
weavile,confide
weavile,cut
weavile,darkpulse
weavile,dig
weavile,doubleteam
weavile,dreameater
weavile,embargo
weavile,endure
weavile,facade
weavile,fakeout
weavile,faketears
weavile,falseswipe
weavile,feintattack
weavile,fling
weavile,focusblast
weavile,focuspunch
weavile,foulplay
weavile,frustration
weavile,furycutter
weavile,furyswipes
weavile,gigaimpact
weavile,hail
weavile,headbutt
weavile,helpinghand
weavile,hiddenpower
weavile,honeclaws
weavile,hyperbeam
weavile,icebeam
weavile,icepunch
weavile,iceshard
weavile,icespinner
weavile,iciclespear
weavile,icywind
weavile,irontail
weavile,knockoff
weavile,laserfocus
weavile,lashout
weavile,leer
weavile,lowkick
weavile,lowsweep
weavile,megakick
weavile,megapunch
weavile,metalclaw
weavile,metronome
weavile,mudslap
weavile,nastyplot
weavile,naturalgift
weavile,nightslash
weavile,payback
weavile,poisonjab
weavile,poweruppunch
weavile,protect
weavile,psychocut
weavile,psychup
weavile,punishment
weavile,quickattack
weavile,raindance
weavile,reflect
weavile,rest
weavile,retaliate
weavile,return
weavile,revenge
weavile,reversal
weavile,rocksmash
weavile,round
weavile,scaryface
weavile,scratch
weavile,screech
weavile,secretpower
weavile,shadowball
weavile,shadowclaw
weavile,slash
weavile,sleeptalk
weavile,snarl
weavile,snatch
weavile,snore
weavile,snowscape
weavile,spite
weavile,strength
weavile,substitute
weavile,sunnyday
weavile,surf
weavile,swagger
weavile,swift
weavile,swordsdance
weavile,takedown
weavile,taunt
weavile,terablast
weavile,thief
weavile,throatchop
weavile,torment
weavile,toxic
weavile,trailblaze
weavile,tripleaxel
weavile,upperhand
weavile,waterpulse
weavile,whirlpool
weavile,xscissor
sneasler,acidspray
sneasler,acrobatics
sneasler,aerialace
sneasler,agility
sneasler,brickbreak
sneasler,bulkup
sneasler,calmmind
sneasler,closecombat
sneasler,coaching
sneasler,dig
sneasler,direclaw
sneasler,endure
sneasler,facade
sneasler,falseswipe
sneasler,firepunch
sneasler,fling
sneasler,focusblast
sneasler,focuspunch
sneasler,gigaimpact
sneasler,grassknot
sneasler,gunkshot
sneasler,honeclaws
sneasler,hyperbeam
sneasler,lashout
sneasler,leer
sneasler,lowkick
sneasler,lowsweep
sneasler,metalclaw
sneasler,nastyplot
sneasler,poisonjab
sneasler,poisontail
sneasler,protect
sneasler,quickattack
sneasler,raindance
sneasler,rest
sneasler,reversal
sneasler,rockslide
sneasler,rocksmash
sneasler,rocktomb
sneasler,scratch
sneasler,screech
sneasler,shadowball
sneasler,shadowclaw
sneasler,slash
sneasler,sleeptalk
sneasler,sludgebomb
sneasler,sludgewave
sneasler,spite
sneasler,substitute
sneasler,sunnyday
sneasler,swift
sneasler,swordsdance
sneasler,takedown
sneasler,taunt
sneasler,terablast
sneasler,thief
sneasler,throatchop
sneasler,toxic
sneasler,toxicspikes
sneasler,trailblaze
sneasler,upperhand
sneasler,uturn
sneasler,vacuumwave
sneasler,venoshock
sneasler,xscissor
teddiursa,aerialace
teddiursa,attract
teddiursa,avalanche
teddiursa,babydolleyes
teddiursa,bellydrum
teddiursa,bodyslam
teddiursa,brickbreak
teddiursa,bulkup
teddiursa,bulldoze
teddiursa,captivate
teddiursa,charm
teddiursa,chipaway
teddiursa,closecombat
teddiursa,confide
teddiursa,counter
teddiursa,covet
teddiursa,crosschop
teddiursa,crunch
teddiursa,curse
teddiursa,cut
teddiursa,defensecurl
teddiursa,dig
teddiursa,doubleedge
teddiursa,doubleteam
teddiursa,dynamicpunch
teddiursa,earthquake
teddiursa,endure
teddiursa,facade
teddiursa,faketears
teddiursa,feintattack
teddiursa,firepunch
teddiursa,fling
teddiursa,focusenergy
teddiursa,focuspunch
teddiursa,frustration
teddiursa,furycutter
teddiursa,furyswipes
teddiursa,gunkshot
teddiursa,headbutt
teddiursa,helpinghand
teddiursa,hiddenpower
teddiursa,honeclaws
teddiursa,hypervoice
teddiursa,icepunch
teddiursa,lastresort
teddiursa,leer
teddiursa,lick
teddiursa,lowkick
teddiursa,megakick
teddiursa,megapunch
teddiursa,metalclaw
teddiursa,metronome
teddiursa,mimic
teddiursa,mudslap
teddiursa,naturalgift
teddiursa,nightslash
teddiursa,payback
teddiursa,playnice
teddiursa,playrough
teddiursa,poweruppunch
teddiursa,protect
teddiursa,raindance
teddiursa,refresh
teddiursa,rest
teddiursa,retaliate
teddiursa,return
teddiursa,roar
teddiursa,rockslide
teddiursa,rocksmash
teddiursa,rocktomb
teddiursa,rollout
teddiursa,round
teddiursa,scratch
teddiursa,secretpower
teddiursa,seedbomb
teddiursa,seismictoss
teddiursa,shadowclaw
teddiursa,slash
teddiursa,sleeptalk
teddiursa,smackdown
teddiursa,snore
teddiursa,strength
teddiursa,substitute
teddiursa,sunnyday
teddiursa,superpower
teddiursa,swagger
teddiursa,sweetscent
teddiursa,swift
teddiursa,swordsdance
teddiursa,takedown
teddiursa,taunt
teddiursa,terablast
teddiursa,thief
teddiursa,thrash
teddiursa,thunderpunch
teddiursa,torment
teddiursa,toxic
teddiursa,trailblaze
teddiursa,uproar
teddiursa,workup
teddiursa,yawn
teddiursa,zapcannon
ursaring,aerialace
ursaring,attract
ursaring,avalanche
ursaring,bodyslam
ursaring,brickbreak
ursaring,bulkup
ursaring,bulldoze
ursaring,captivate
ursaring,charm
ursaring,closecombat
ursaring,confide
ursaring,counter
ursaring,covet
ursaring,crunch
ursaring,curse
ursaring,cut
ursaring,defensecurl
ursaring,dig
ursaring,doubleedge
ursaring,doubleteam
ursaring,dynamicpunch
ursaring,earthquake
ursaring,endure
ursaring,facade
ursaring,faketears
ursaring,feintattack
ursaring,firepunch
ursaring,fling
ursaring,focusblast
ursaring,focuspunch
ursaring,frustration
ursaring,furycutter
ursaring,furyswipes
ursaring,gigaimpact
ursaring,gunkshot
ursaring,hammerarm
ursaring,headbutt
ursaring,helpinghand
ursaring,hiddenpower
ursaring,highhorsepower
ursaring,honeclaws
ursaring,hyperbeam
ursaring,hypervoice
ursaring,icepunch
ursaring,laserfocus
ursaring,lastresort
ursaring,leer
ursaring,lick
ursaring,lowkick
ursaring,megakick
ursaring,megapunch
ursaring,metalclaw
ursaring,metronome
ursaring,mimic
ursaring,mudslap
ursaring,naturalgift
ursaring,payback
ursaring,playnice
ursaring,playrough
ursaring,poweruppunch
ursaring,protect
ursaring,raindance
ursaring,rest
ursaring,retaliate
ursaring,return
ursaring,roar
ursaring,rockclimb
ursaring,rockslide
ursaring,rocksmash
ursaring,rocktomb
ursaring,rollout
ursaring,round
ursaring,scaryface
ursaring,scratch
ursaring,secretpower
ursaring,seedbomb
ursaring,seismictoss
ursaring,shadowclaw
ursaring,slash
ursaring,sleeptalk
ursaring,smackdown
ursaring,snore
ursaring,stompingtantrum
ursaring,stoneedge
ursaring,strength
ursaring,substitute
ursaring,sunnyday
ursaring,superpower
ursaring,swagger
ursaring,sweetscent
ursaring,swift
ursaring,swordsdance
ursaring,takedown
ursaring,taunt
ursaring,terablast
ursaring,thief
ursaring,thrash
ursaring,throatchop
ursaring,thunderpunch
ursaring,torment
ursaring,toxic
ursaring,trailblaze
ursaring,uproar
ursaring,workup
ursaring,zapcannon
ursaluna,aerialace
ursaluna,avalanche
ursaluna,bodypress
ursaluna,bodyslam
ursaluna,brickbreak
ursaluna,bulkup
ursaluna,bulldoze
ursaluna,charm
ursaluna,closecombat
ursaluna,covet
ursaluna,crunch
ursaluna,curse
ursaluna,dig
ursaluna,doubleedge
ursaluna,drainpunch
ursaluna,earthpower
ursaluna,earthquake
ursaluna,endure
ursaluna,facade
ursaluna,faketears
ursaluna,firepunch
ursaluna,fling
ursaluna,focuspunch
ursaluna,furyswipes
ursaluna,gigaimpact
ursaluna,gunkshot
ursaluna,hammerarm
ursaluna,hardpress
ursaluna,headlongrush
ursaluna,heavyslam
ursaluna,helpinghand
ursaluna,highhorsepower
ursaluna,hyperbeam
ursaluna,hypervoice
ursaluna,icepunch
ursaluna,leer
ursaluna,lick
ursaluna,lowkick
ursaluna,metalclaw
ursaluna,metronome
ursaluna,payback
ursaluna,playnice
ursaluna,playrough
ursaluna,protect
ursaluna,raindance
ursaluna,rest
ursaluna,roar
ursaluna,rockslide
ursaluna,rocktomb
ursaluna,scaryface
ursaluna,scratch
ursaluna,seedbomb
ursaluna,shadowclaw
ursaluna,slash
ursaluna,sleeptalk
ursaluna,smackdown
ursaluna,snore
ursaluna,stompingtantrum
ursaluna,stoneedge
ursaluna,substitute
ursaluna,sunnyday
ursaluna,supercellslam
ursaluna,sweetscent
ursaluna,swift
ursaluna,swordsdance
ursaluna,takedown
ursaluna,taunt
ursaluna,terablast
ursaluna,thief
ursaluna,thrash
ursaluna,throatchop
ursaluna,thunderpunch
ursaluna,trailblaze
ursaluna,uproar
ursalunabloodmoon,avalanche
ursalunabloodmoon,bloodmoon
ursalunabloodmoon,bodypress
ursalunabloodmoon,bodyslam
ursalunabloodmoon,brickbreak
ursalunabloodmoon,bulldoze
ursalunabloodmoon,calmmind
ursalunabloodmoon,crunch
ursalunabloodmoon,dig
ursalunabloodmoon,doubleedge
ursalunabloodmoon,earthpower
ursalunabloodmoon,earthquake
ursalunabloodmoon,endure
ursalunabloodmoon,facade
ursalunabloodmoon,firepunch
ursalunabloodmoon,fling
ursalunabloodmoon,focusblast
ursalunabloodmoon,focuspunch
ursalunabloodmoon,furyswipes
ursalunabloodmoon,gigaimpact
ursalunabloodmoon,gunkshot
ursalunabloodmoon,hammerarm
ursalunabloodmoon,harden
ursalunabloodmoon,hardpress
ursalunabloodmoon,headlongrush
ursalunabloodmoon,heavyslam
ursalunabloodmoon,helpinghand
ursalunabloodmoon,highhorsepower
ursalunabloodmoon,hyperbeam
ursalunabloodmoon,hypervoice
ursalunabloodmoon,icepunch
ursalunabloodmoon,leer
ursalunabloodmoon,lick
ursalunabloodmoon,lowkick
ursalunabloodmoon,metalclaw
ursalunabloodmoon,moonblast
ursalunabloodmoon,moonlight
ursalunabloodmoon,mudshot
ursalunabloodmoon,payback
ursalunabloodmoon,playnice
ursalunabloodmoon,protect
ursalunabloodmoon,raindance
ursalunabloodmoon,rest
ursalunabloodmoon,roar
ursalunabloodmoon,rockslide
ursalunabloodmoon,rocktomb
ursalunabloodmoon,scaryface
ursalunabloodmoon,scratch
ursalunabloodmoon,seedbomb
ursalunabloodmoon,shadowclaw
ursalunabloodmoon,slash
ursalunabloodmoon,sleeptalk
ursalunabloodmoon,smackdown
ursalunabloodmoon,snarl
ursalunabloodmoon,snore
ursalunabloodmoon,stompingtantrum
ursalunabloodmoon,stoneedge
ursalunabloodmoon,substitute
ursalunabloodmoon,sunnyday
ursalunabloodmoon,swift
ursalunabloodmoon,swordsdance
ursalunabloodmoon,takedown
ursalunabloodmoon,taunt
ursalunabloodmoon,terablast
ursalunabloodmoon,thief
ursalunabloodmoon,thunderpunch
ursalunabloodmoon,trailblaze
ursalunabloodmoon,uproar
ursalunabloodmoon,vacuumwave
slugma,acidarmor
slugma,afteryou
slugma,amnesia
slugma,ancientpower
slugma,attract
slugma,bodyslam
slugma,bulldoze
slugma,captivate
slugma,clearsmog
slugma,confide
slugma,curse
slugma,defensecurl
slugma,doubleedge
slugma,doubleteam
slugma,earthpower
slugma,earthquake
slugma,ember
slugma,endure
slugma,facade
slugma,fireblast
slugma,firespin
slugma,flameburst
slugma,flamecharge
slugma,flamethrower
slugma,frustration
slugma,guardswap
slugma,harden
slugma,heatcrash
slugma,heatwave
slugma,hiddenpower
slugma,highhorsepower
slugma,incinerate
slugma,inferno
slugma,infestation
slugma,irondefense
slugma,lavaplume
slugma,lightscreen
slugma,memento
slugma,mimic
slugma,mudshot
slugma,mudslap
slugma,naturalgift
slugma,naturepower
slugma,overheat
slugma,painsplit
slugma,powergem
slugma,protect
slugma,recover
slugma,reflect
slugma,rest
slugma,return
slugma,rockblast
slugma,rockslide
slugma,rocksmash
slugma,rockthrow
slugma,rocktomb
slugma,rollout
slugma,round
slugma,sandstorm
slugma,secretpower
slugma,selfdestruct
slugma,sleeptalk
slugma,smackdown
slugma,smog
slugma,smokescreen
slugma,snore
slugma,spitup
slugma,stealthrock
slugma,stockpile
slugma,stoneedge
slugma,substitute
slugma,sunnyday
slugma,swagger
slugma,swallow
slugma,takedown
slugma,temperflare
slugma,terablast
slugma,toxic
slugma,willowisp
slugma,yawn
magcargo,afteryou
magcargo,amnesia
magcargo,ancientpower
magcargo,attract
magcargo,bodyslam
magcargo,bulldoze
magcargo,burningjealousy
magcargo,captivate
magcargo,clearsmog
magcargo,confide
magcargo,curse
magcargo,defensecurl
magcargo,doubleedge
magcargo,doubleteam
magcargo,earthpower
magcargo,earthquake
magcargo,ember
magcargo,endure
magcargo,explosion
magcargo,facade
magcargo,fireblast
magcargo,firespin
magcargo,flameburst
magcargo,flamecharge
magcargo,flamethrower
magcargo,flareblitz
magcargo,frustration
magcargo,gigaimpact
magcargo,gyroball
magcargo,harden
magcargo,heatcrash
magcargo,heatwave
magcargo,hiddenpower
magcargo,hyperbeam
magcargo,incinerate
magcargo,infestation
magcargo,irondefense
magcargo,lavaplume
magcargo,lightscreen
magcargo,mimic
magcargo,mudshot
magcargo,mudslap
magcargo,naturalgift
magcargo,naturepower
magcargo,overheat
magcargo,painsplit
magcargo,powergem
magcargo,protect
magcargo,recover
magcargo,reflect
magcargo,refresh
magcargo,rest
magcargo,return
magcargo,rockblast
magcargo,rockpolish
magcargo,rockslide
magcargo,rocksmash
magcargo,rockthrow
magcargo,rocktomb
magcargo,rollout
magcargo,round
magcargo,sandstorm
magcargo,sandtomb
magcargo,scorchingsands
magcargo,secretpower
magcargo,selfdestruct
magcargo,shellsmash
magcargo,sleeptalk
magcargo,smackdown
magcargo,smog
magcargo,snore
magcargo,solarbeam
magcargo,stealthrock
magcargo,stompingtantrum
magcargo,stoneedge
magcargo,strength
magcargo,substitute
magcargo,sunnyday
magcargo,swagger
magcargo,takedown
magcargo,temperflare
magcargo,terablast
magcargo,toxic
magcargo,willowisp
magcargo,yawn
swinub,amnesia
swinub,ancientpower
swinub,attract
swinub,avalanche
swinub,bite
swinub,blizzard
swinub,bodyslam
swinub,bulldoze
swinub,captivate
swinub,charm
swinub,confide
swinub,curse
swinub,defensecurl
swinub,detect
swinub,dig
swinub,doubleedge
swinub,doubleteam
swinub,earthpower
swinub,earthquake
swinub,endeavor
swinub,endure
swinub,facade
swinub,fissure
swinub,flail
swinub,freezedry
swinub,frustration
swinub,hail
swinub,haze
swinub,headbutt
swinub,hiddenpower
swinub,highhorsepower
swinub,icebeam
swinub,icefang
swinub,iceshard
swinub,iciclecrash
swinub,iciclespear
swinub,icywind
swinub,lightscreen
swinub,mimic
swinub,mist
swinub,mudbomb
swinub,mudshot
swinub,mudslap
swinub,mudsport
swinub,naturalgift
swinub,odorsleuth
swinub,powdersnow
swinub,protect
swinub,raindance
swinub,reflect
swinub,rest
swinub,return
swinub,reversal
swinub,roar
swinub,rockslide
swinub,rocksmash
swinub,rocktomb
swinub,round
swinub,sandstorm
swinub,sandtomb
swinub,scaryface
swinub,secretpower
swinub,sleeptalk
swinub,smackdown
swinub,snore
swinub,snowscape
swinub,stealthrock
swinub,stompingtantrum
swinub,stoneedge
swinub,strength
swinub,substitute
swinub,superpower
swinub,swagger
swinub,tackle
swinub,takedown
swinub,terablast
swinub,toxic
swinub,trailblaze
piloswine,amnesia
piloswine,ancientpower
piloswine,attract
piloswine,avalanche
piloswine,blizzard
piloswine,bodyslam
piloswine,bulldoze
piloswine,captivate
piloswine,charm
piloswine,confide
piloswine,curse
piloswine,defensecurl
